Filename,True_Label,True_Name,Model,Pred_Prob_Pneumonia,Pred_Label,Pred_Name,Correct,Concentration,Faithfulness_Drop,GC_GCpp_Agreement,Top_Row,Top_Col,Focus_Quadrant
NORMAL2-IM-0300-0001.jpeg,0,NORMAL,ViT-Tiny,0.0002,0,NORMAL,1,0.8844,0.5939,0.2526,72,56,Top-Left
NORMAL2-IM-0301-0001.jpeg,0,NORMAL,ResNet-18,0.0055,0,NORMAL,1,0.8222,0.9463,0.8876,176,80,Bottom-Left
NORMAL2-IM-0301-0001.jpeg,0,NORMAL,DenseNet-121,0.0006,0,NORMAL,1,0.4445,0.9184,0.9451,144,143,Bottom-Right
NORMAL2-IM-0301-0001.jpeg,0,NORMAL,ViT-Tiny,0.0002,0,NORMAL,1,0.8636,0.9826,0.0902,87,71,Top-Left
NORMAL2-IM-0302-0001.jpeg,0,NORMAL,ResNet-18,0.0896,0,NORMAL,1,0.8467,0.8911,0.7595,175,80,Bottom-Left
NORMAL2-IM-0302-0001.jpeg,0,NORMAL,DenseNet-121,0.0806,0,NORMAL,1,0.8821,0.8792,0.8589,176,79,Bottom-Left
NORMAL2-IM-0302-0001.jpeg,0,NORMAL,ViT-Tiny,0.6079,1,PNEUMONIA,0,0.9477,0.0098,0.0,71,0,Top-Left
NORMAL2-IM-0303-0001.jpeg,0,NORMAL,ResNet-18,0.0898,0,NORMAL,1,0.7757,0.9006,0.6617,176,80,Bottom-Left
NORMAL2-IM-0303-0001.jpeg,0,NORMAL,DenseNet-121,0.1054,0,NORMAL,1,0.8483,0.8423,0.7352,47,111,Top-Left
NORMAL2-IM-0303-0001.jpeg,0,NORMAL,ViT-Tiny,0.1321,0,NORMAL,1,0.8662,0.8654,0.0,0,151,Top-Right
NORMAL2-IM-0304-0001.jpeg,0,NORMAL,ResNet-18,0.4488,0,NORMAL,1,0.8529,0.5264,0.641,48,111,Top-Left
NORMAL2-IM-0304-0001.jpeg,0,NORMAL,DenseNet-121,0.2729,0,NORMAL,1,0.7897,0.6936,0.7188,48,111,Top-Left
NORMAL2-IM-0304-0001.jpeg,0,NORMAL,ViT-Tiny,0.7381,1,PNEUMONIA,0,0.9795,0.0377,0.0,104,24,Top-Left
NORMAL2-IM-0305-0001.jpeg,0,NORMAL,ResNet-18,0.0165,0,NORMAL,1,0.6266,0.9826,0.8957,79,111,Top-Left
NORMAL2-IM-0305-0001.jpeg,0,NORMAL,DenseNet-121,0.0123,0,NORMAL,1,0.6632,0.8449,0.9359,48,48,Top-Left
NORMAL2-IM-0305-0001.jpeg,0,NORMAL,ViT-Tiny,0.0008,0,NORMAL,1,0.8714,0.9597,0.1869,167,55,Bottom-Left
NORMAL2-IM-0307-0001.jpeg,0,NORMAL,ResNet-18,0.0,0,NORMAL,1,0.7828,0.9967,0.8891,48,112,Top-Right
NORMAL2-IM-0307-0001.jpeg,0,NORMAL,DenseNet-121,0.0003,0,NORMAL,1,0.7524,0.717,0.9383,48,80,Top-Left
NORMAL2-IM-0307-0001.jpeg,0,NORMAL,ViT-Tiny,0.0002,0,NORMAL,1,0.8477,0.8816,0.0552,72,151,Top-Right
NORMAL2-IM-0309-0001.jpeg,0,NORMAL,ResNet-18,0.0,0,NORMAL,1,0.6207,0.9928,0.9579,144,111,Bottom-Left
NORMAL2-IM-0309-0001.jpeg,0,NORMAL,DenseNet-121,0.0,0,NORMAL,1,0.3582,0.6799,0.9642,48,143,Top-Right
NORMAL2-IM-0309-0001.jpeg,0,NORMAL,ViT-Tiny,0.0002,0,NORMAL,1,0.8833,0.9461,0.1696,72,71,Top-Left
NORMAL2-IM-0310-0001.jpeg,0,NORMAL,ResNet-18,0.0,0,NORMAL,1,0.7733,0.9161,0.9548,48,143,Top-Right
NORMAL2-IM-0310-0001.jpeg,0,NORMAL,DenseNet-121,0.0001,0,NORMAL,1,0.5808,0.5554,0.8978,144,79,Bottom-Left
NORMAL2-IM-0310-0001.jpeg,0,NORMAL,ViT-Tiny,0.0,0,NORMAL,1,0.8997,0.8482,0.227,23,152,Top-Right
NORMAL2-IM-0311-0001.jpeg,0,NORMAL,ResNet-18,0.0,0,NORMAL,1,0.7954,0.9981,0.8773,48,111,Top-Left
NORMAL2-IM-0311-0001.jpeg,0,NORMAL,DenseNet-121,0.0003,0,NORMAL,1,0.6152,0.9029,0.936,48,80,Top-Left
NORMAL2-IM-0311-0001.jpeg,0,NORMAL,ViT-Tiny,0.0009,0,NORMAL,1,0.8953,0.9567,0.1692,104,167,Top-Right
NORMAL2-IM-0312-0001.jpeg,0,NORMAL,ResNet-18,0.0,0,NORMAL,1,0.7074,0.8501,0.9181,48,111,Top-Left
NORMAL2-IM-0312-0001.jpeg,0,NORMAL,DenseNet-121,0.0,0,NORMAL,1,0.5091,0.5693,0.9377,176,79,Bottom-Left
NORMAL2-IM-0312-0001.jpeg,0,NORMAL,ViT-Tiny,0.0001,0,NORMAL,1,0.9702,0.8548,0.3211,151,56,Bottom-Left
NORMAL2-IM-0313-0001.jpeg,0,NORMAL,ResNet-18,0.0011,0,NORMAL,1,0.8016,0.7568,0.887,175,111,Bottom-Left
NORMAL2-IM-0313-0001.jpeg,0,NORMAL,DenseNet-121,0.0004,0,NORMAL,1,0.5706,0.9069,0.9364,175,80,Bottom-Left
NORMAL2-IM-0313-0001.jpeg,0,NORMAL,ViT-Tiny,0.0015,0,NORMAL,1,0.8962,0.9855,0.0,72,56,Top-Left
NORMAL2-IM-0315-0001.jpeg,0,NORMAL,ResNet-18,0.979,1,PNEUMONIA,0,0.7421,0.2716,0.4713,176,176,Bottom-Right
NORMAL2-IM-0315-0001.jpeg,0,NORMAL,DenseNet-121,0.9231,1,PNEUMONIA,0,0.8121,0.4632,0.9023,175,144,Bottom-Right
NORMAL2-IM-0315-0001.jpeg,0,NORMAL,ViT-Tiny,0.7255,1,PNEUMONIA,0,0.9287,0.142,0.0529,72,0,Top-Left
NORMAL2-IM-0316-0001.jpeg,0,NORMAL,ResNet-18,0.7523,1,PNEUMONIA,0,0.8172,-0.0679,0.6835,79,208,Top-Right
NORMAL2-IM-0316-0001.jpeg,0,NORMAL,DenseNet-121,0.4594,0,NORMAL,1,0.8565,0.4965,0.7746,176,79,Bottom-Left
NORMAL2-IM-0316-0001.jpeg,0,NORMAL,ViT-Tiny,0.9947,1,PNEUMONIA,0,0.8866,0.2786,0.0,72,88,Top-Left
NORMAL2-IM-0317-0001.jpeg,0,NORMAL,ResNet-18,0.0009,0,NORMAL,1,0.6241,0.9982,0.9418,175,111,Bottom-Left
NORMAL2-IM-0317-0001.jpeg,0,NORMAL,DenseNet-121,0.0005,0,NORMAL,1,0.5486,0.8883,0.9687,48,112,Top-Right
NORMAL2-IM-0317-0001.jpeg,0,NORMAL,ViT-Tiny,0.0018,0,NORMAL,1,0.828,0.925,0.1665,104,40,Top-Left
NORMAL2-IM-0319-0001.jpeg,0,NORMAL,ResNet-18,0.0024,0,NORMAL,1,0.8202,0.9739,0.8997,48,112,Top-Right
NORMAL2-IM-0319-0001.jpeg,0,NORMAL,DenseNet-121,0.0026,0,NORMAL,1,0.655,0.8961,0.9553,47,80,Top-Left
NORMAL2-IM-0319-0001.jpeg,0,NORMAL,ViT-Tiny,0.0017,0,NORMAL,1,0.9218,0.98,0.1084,87,71,Top-Left
NORMAL2-IM-0321-0001.jpeg,0,NORMAL,ResNet-18,0.0,0,NORMAL,1,0.6994,0.973,0.9407,79,111,Top-Left
NORMAL2-IM-0321-0001.jpeg,0,NORMAL,DenseNet-121,0.0001,0,NORMAL,1,0.7007,0.8766,0.9542,48,80,Top-Left
NORMAL2-IM-0321-0001.jpeg,0,NORMAL,ViT-Tiny,0.0001,0,NORMAL,1,0.9334,0.9064,0.1798,135,71,Bottom-Left
NORMAL2-IM-0322-0001.jpeg,0,NORMAL,ResNet-18,0.0203,0,NORMAL,1,0.7942,0.979,0.6447,175,111,Bottom-Left
NORMAL2-IM-0322-0001.jpeg,0,NORMAL,DenseNet-121,0.0475,0,NORMAL,1,0.8275,0.9049,0.9322,48,111,Top-Left
NORMAL2-IM-0322-0001.jpeg,0,NORMAL,ViT-Tiny,0.0783,0,NORMAL,1,0.891,0.8597,0.0,151,56,Bottom-Left
NORMAL2-IM-0323-0001.jpeg,0,NORMAL,ResNet-18,0.0,0,NORMAL,1,0.6051,0.9959,0.9699,175,111,Bottom-Left
NORMAL2-IM-0323-0001.jpeg,0,NORMAL,DenseNet-121,0.0005,0,NORMAL,1,0.5542,0.8424,0.9642,47,111,Top-Left
NORMAL2-IM-0323-0001.jpeg,0,NORMAL,ViT-Tiny,0.0001,0,NORMAL,1,0.914,0.9786,0.106,103,71,Top-Left
NORMAL2-IM-0325-0001.jpeg,0,NORMAL,ResNet-18,0.0868,0,NORMAL,1,0.701,0.9127,0.825,175,80,Bottom-Left
NORMAL2-IM-0325-0001.jpeg,0,NORMAL,DenseNet-121,0.075,0,NORMAL,1,0.8143,0.9022,0.7282,47,111,Top-Left
NORMAL2-IM-0325-0001.jpeg,0,NORMAL,ViT-Tiny,0.232,0,NORMAL,1,0.9221,0.7596,0.2635,119,55,Bottom-Left
NORMAL2-IM-0326-0001.jpeg,0,NORMAL,ResNet-18,0.0002,0,NORMAL,1,0.7924,0.9968,0.8033,79,111,Top-Left
NORMAL2-IM-0326-0001.jpeg,0,NORMAL,DenseNet-121,0.0007,0,NORMAL,1,0.7621,0.8884,0.9292,48,111,Top-Left
NORMAL2-IM-0326-0001.jpeg,0,NORMAL,ViT-Tiny,0.0234,0,NORMAL,1,0.893,0.9406,0.0,136,56,Bottom-Left
NORMAL2-IM-0327-0001.jpeg,0,NORMAL,ResNet-18,0.2969,0,NORMAL,1,0.8109,0.7028,0.6426,48,112,Top-Right
NORMAL2-IM-0327-0001.jpeg,0,NORMAL,DenseNet-121,0.6252,1,PNEUMONIA,0,0.8517,0.4463,0.7474,175,144,Bottom-Right
NORMAL2-IM-0327-0001.jpeg,0,NORMAL,ViT-Tiny,0.0248,0,NORMAL,1,0.8952,0.9597,0.0448,135,56,Bottom-Left
NORMAL2-IM-0328-0001.jpeg,0,NORMAL,ResNet-18,0.0001,0,NORMAL,1,0.7244,0.9838,0.8904,48,111,Top-Left
NORMAL2-IM-0328-0001.jpeg,0,NORMAL,DenseNet-121,0.0013,0,NORMAL,1,0.7667,0.7391,0.8011,47,111,Top-Left
NORMAL2-IM-0328-0001.jpeg,0,NORMAL,ViT-Tiny,0.001,0,NORMAL,1,0.9202,0.9954,0.0002,151,55,Bottom-Left
NORMAL2-IM-0329-0001.jpeg,0,NORMAL,ResNet-18,0.0,0,NORMAL,1,0.7116,0.0981,0.9246,111,80,Top-Left
NORMAL2-IM-0329-0001.jpeg,0,NORMAL,DenseNet-121,0.0001,0,NORMAL,1,0.4571,0.0619,0.9682,79,144,Top-Right
NORMAL2-IM-0329-0001.jpeg,0,NORMAL,ViT-Tiny,0.0003,0,NORMAL,1,0.8799,0.9608,0.0348,39,167,Top-Right
NORMAL2-IM-0330-0001.jpeg,0,NORMAL,ResNet-18,0.5398,1,PNEUMONIA,0,0.8264,-0.4183,0.2581,47,176,Top-Right
NORMAL2-IM-0330-0001.jpeg,0,NORMAL,DenseNet-121,0.98,1,PNEUMONIA,0,0.8164,0.2129,0.8959,144,80,Bottom-Left
NORMAL2-IM-0330-0001.jpeg,0,NORMAL,ViT-Tiny,0.9557,1,PNEUMONIA,0,0.8359,0.3638,0.0277,152,0,Bottom-Left
NORMAL2-IM-0331-0001.jpeg,0,NORMAL,ResNet-18,0.009,0,NORMAL,1,0.8583,0.9863,0.8954,47,112,Top-Right
NORMAL2-IM-0331-0001.jpeg,0,NORMAL,DenseNet-121,0.0009,0,NORMAL,1,0.7784,0.6987,0.9161,48,144,Top-Right
NORMAL2-IM-0331-0001.jpeg,0,NORMAL,ViT-Tiny,0.0039,0,NORMAL,1,0.7922,0.9928,0.0,135,55,Bottom-Left
NORMAL2-IM-0332-0001.jpeg,0,NORMAL,ResNet-18,0.0006,0,NORMAL,1,0.6438,0.9575,0.9123,48,112,Top-Right
NORMAL2-IM-0332-0001.jpeg,0,NORMAL,DenseNet-121,0.0179,0,NORMAL,1,0.737,0.8776,0.8993,47,80,Top-Left
NORMAL2-IM-0332-0001.jpeg,0,NORMAL,ViT-Tiny,0.0108,0,NORMAL,1,0.8864,0.9782,0.0,23,87,Top-Left
NORMAL2-IM-0333-0001.jpeg,0,NORMAL,ResNet-18,0.0156,0,NORMAL,1,0.8252,0.9725,0.8223,48,112,Top-Right
NORMAL2-IM-0333-0001.jpeg,0,NORMAL,DenseNet-121,0.0231,0,NORMAL,1,0.6591,0.8496,0.9081,47,144,Top-Right
NORMAL2-IM-0333-0001.jpeg,0,NORMAL,ViT-Tiny,0.0017,0,NORMAL,1,0.8697,0.935,0.0504,104,168,Top-Right
NORMAL2-IM-0335-0001.jpeg,0,NORMAL,ResNet-18,0.0523,0,NORMAL,1,0.842,0.9414,0.8419,176,111,Bottom-Left
NORMAL2-IM-0335-0001.jpeg,0,NORMAL,DenseNet-121,0.5916,1,PNEUMONIA,0,0.7608,0.2421,0.8945,176,175,Bottom-Right
NORMAL2-IM-0335-0001.jpeg,0,NORMAL,ViT-Tiny,0.1863,0,NORMAL,1,0.8533,0.7258,0.0,72,151,Top-Right
NORMAL2-IM-0336-0001.jpeg,0,NORMAL,ResNet-18,0.53,1,PNEUMONIA,0,0.6627,-0.4106,0.202,80,176,Top-Right
NORMAL2-IM-0336-0001.jpeg,0,NORMAL,DenseNet-121,0.2351,0,NORMAL,1,0.8187,0.6708,0.5667,47,112,Top-Right
NORMAL2-IM-0336-0001.jpeg,0,NORMAL,ViT-Tiny,0.0584,0,NORMAL,1,0.8841,0.9398,0.0747,104,167,Top-Right
NORMAL2-IM-0337-0001.jpeg,0,NORMAL,ResNet-18,0.0025,0,NORMAL,1,0.6752,0.9971,0.9156,48,112,Top-Right
NORMAL2-IM-0337-0001.jpeg,0,NORMAL,DenseNet-121,0.0073,0,NORMAL,1,0.7809,0.794,0.8588,47,112,Top-Right
NORMAL2-IM-0337-0001.jpeg,0,NORMAL,ViT-Tiny,0.0002,0,NORMAL,1,0.8804,0.982,0.0526,56,72,Top-Left
NORMAL2-IM-0338-0001.jpeg,0,NORMAL,ResNet-18,0.0256,0,NORMAL,1,0.8435,0.9743,0.7597,48,112,Top-Right
NORMAL2-IM-0338-0001.jpeg,0,NORMAL,DenseNet-121,0.3396,0,NORMAL,1,0.8124,0.6389,0.596,47,111,Top-Left
NORMAL2-IM-0338-0001.jpeg,0,NORMAL,ViT-Tiny,0.3839,0,NORMAL,1,0.9013,0.6022,0.1405,167,55,Bottom-Left
NORMAL2-IM-0339-0001.jpeg,0,NORMAL,ResNet-18,0.0049,0,NORMAL,1,0.8032,0.884,0.7964,175,111,Bottom-Left
NORMAL2-IM-0339-0001.jpeg,0,NORMAL,DenseNet-121,0.0025,0,NORMAL,1,0.5985,0.663,0.9051,175,80,Bottom-Left
NORMAL2-IM-0339-0001.jpeg,0,NORMAL,ViT-Tiny,0.0008,0,NORMAL,1,0.8569,0.9848,0.1053,151,55,Bottom-Left
NORMAL2-IM-0340-0001.jpeg,0,NORMAL,ResNet-18,0.0456,0,NORMAL,1,0.847,0.9449,0.9492,48,112,Top-Right
NORMAL2-IM-0340-0001.jpeg,0,NORMAL,DenseNet-121,0.1267,0,NORMAL,1,0.8064,0.8503,0.8574,79,111,Top-Left
NORMAL2-IM-0340-0001.jpeg,0,NORMAL,ViT-Tiny,0.0023,0,NORMAL,1,0.8761,0.987,0.2232,87,72,Top-Left
NORMAL2-IM-0341-0001.jpeg,0,NORMAL,ResNet-18,0.0,0,NORMAL,1,0.7001,0.9777,0.9314,48,111,Top-Left
NORMAL2-IM-0341-0001.jpeg,0,NORMAL,DenseNet-121,0.0001,0,NORMAL,1,0.519,0.5968,0.9338,47,112,Top-Right
NORMAL2-IM-0341-0001.jpeg,0,NORMAL,ViT-Tiny,0.0001,0,NORMAL,1,0.9378,0.968,0.0072,23,56,Top-Left
NORMAL2-IM-0343-0001.jpeg,0,NORMAL,ResNet-18,0.0109,0,NORMAL,1,0.71,0.9876,0.8431,175,112,Bottom-Right
NORMAL2-IM-0343-0001.jpeg,0,NORMAL,DenseNet-121,0.0053,0,NORMAL,1,0.773,0.9919,0.8667,175,80,Bottom-Left
NORMAL2-IM-0343-0001.jpeg,0,NORMAL,ViT-Tiny,0.0003,0,NORMAL,1,0.9121,0.9882,0.147,39,152,Top-Right
NORMAL2-IM-0345-0001.jpeg,0,NORMAL,ResNet-18,0.0001,0,NORMAL,1,0.6664,0.9967,0.9155,48,111,Top-Left
NORMAL2-IM-0345-0001.jpeg,0,NORMAL,DenseNet-121,0.0259,0,NORMAL,1,0.8047,0.9285,0.9522,47,80,Top-Left
NORMAL2-IM-0345-0001.jpeg,0,NORMAL,ViT-Tiny,0.0017,0,NORMAL,1,0.9194,0.9834,0.2688,72,40,Top-Left
NORMAL2-IM-0346-0001.jpeg,0,NORMAL,ResNet-18,0.0,0,NORMAL,1,0.6508,0.9998,0.9558,79,111,Top-Left
NORMAL2-IM-0346-0001.jpeg,0,NORMAL,DenseNet-121,0.0002,0,NORMAL,1,0.7613,0.8644,0.9613,48,111,Top-Left
NORMAL2-IM-0346-0001.jpeg,0,NORMAL,ViT-Tiny,0.0003,0,NORMAL,1,0.8322,0.9193,0.2183,119,167,Bottom-Right
NORMAL2-IM-0347-0001.jpeg,0,NORMAL,ResNet-18,0.0137,0,NORMAL,1,0.7703,0.9807,0.695,176,111,Bottom-Left
NORMAL2-IM-0347-0001.jpeg,0,NORMAL,DenseNet-121,0.0358,0,NORMAL,1,0.7314,0.9178,0.8861,208,79,Bottom-Left
NORMAL2-IM-0347-0001.jpeg,0,NORMAL,ViT-Tiny,0.0179,0,NORMAL,1,0.8922,0.9777,0.044,56,136,Top-Right
NORMAL2-IM-0348-0001.jpeg,0,NORMAL,ResNet-18,0.0,0,NORMAL,1,0.6488,0.9859,0.9253,143,111,Bottom-Left
NORMAL2-IM-0348-0001.jpeg,0,NORMAL,DenseNet-121,0.0,0,NORMAL,1,0.6413,0.9173,0.9591,47,80,Top-Left
NORMAL2-IM-0348-0001.jpeg,0,NORMAL,ViT-Tiny,0.0001,0,NORMAL,1,0.905,0.744,0.2571,39,56,Top-Left
NORMAL2-IM-0349-0001.jpeg,0,NORMAL,ResNet-18,0.9468,1,PNEUMONIA,0,0.6897,0.0202,0.7139,176,176,Bottom-Right
NORMAL2-IM-0349-0001.jpeg,0,NORMAL,DenseNet-121,0.9614,1,PNEUMONIA,0,0.6868,0.0108,0.917,144,144,Bottom-Right
NORMAL2-IM-0349-0001.jpeg,0,NORMAL,ViT-Tiny,0.7918,1,PNEUMONIA,0,0.8992,0.3696,0.0,135,0,Bottom-Left
NORMAL2-IM-0350-0001.jpeg,0,NORMAL,ResNet-18,0.0035,0,NORMAL,1,0.6944,0.9947,0.9088,112,80,Bottom-Left
NORMAL2-IM-0350-0001.jpeg,0,NORMAL,DenseNet-121,0.0007,0,NORMAL,1,0.712,0.8952,0.9053,144,79,Bottom-Left
NORMAL2-IM-0350-0001.jpeg,0,NORMAL,ViT-Tiny,0.0219,0,NORMAL,1,0.8866,0.9754,0.0,119,55,Bottom-Left
NORMAL2-IM-0351-0001.jpeg,0,NORMAL,ResNet-18,0.0,0,NORMAL,1,0.7038,0.9972,0.9662,48,111,Top-Left
NORMAL2-IM-0351-0001.jpeg,0,NORMAL,DenseNet-121,0.0007,0,NORMAL,1,0.6351,0.8612,0.8897,48,111,Top-Left
NORMAL2-IM-0351-0001.jpeg,0,NORMAL,ViT-Tiny,0.0002,0,NORMAL,1,0.8882,0.9921,0.1635,72,71,Top-Left
NORMAL2-IM-0352-0001.jpeg,0,NORMAL,ResNet-18,0.0,0,NORMAL,1,0.7282,0.9864,0.9106,79,112,Top-Right
NORMAL2-IM-0352-0001.jpeg,0,NORMAL,DenseNet-121,0.0,0,NORMAL,1,0.5581,0.8232,0.9695,48,111,Top-Left
NORMAL2-IM-0352-0001.jpeg,0,NORMAL,ViT-Tiny,0.0,0,NORMAL,1,0.8766,0.9828,0.2303,104,167,Top-Right
NORMAL2-IM-0353-0001.jpeg,0,NORMAL,ResNet-18,0.0016,0,NORMAL,1,0.641,0.9951,0.9217,175,111,Bottom-Left
NORMAL2-IM-0353-0001.jpeg,0,NORMAL,DenseNet-121,0.0544,0,NORMAL,1,0.7209,0.9094,0.889,48,80,Top-Left
NORMAL2-IM-0353-0001.jpeg,0,NORMAL,ViT-Tiny,0.1673,0,NORMAL,1,0.929,0.8013,0.0615,72,56,Top-Left
NORMAL2-IM-0354-0001.jpeg,0,NORMAL,ResNet-18,0.0,0,NORMAL,1,0.7941,0.9902,0.9509,175,112,Bottom-Right
NORMAL2-IM-0354-0001.jpeg,0,NORMAL,DenseNet-121,0.0,0,NORMAL,1,0.5979,0.9015,0.9675,175,112,Bottom-Right
NORMAL2-IM-0354-0001.jpeg,0,NORMAL,ViT-Tiny,0.0005,0,NORMAL,1,0.8862,0.9195,0.0828,56,152,Top-Right
NORMAL2-IM-0357-0001.jpeg,0,NORMAL,ResNet-18,0.0002,0,NORMAL,1,0.6458,0.9992,0.8865,48,112,Top-Right
NORMAL2-IM-0357-0001.jpeg,0,NORMAL,DenseNet-121,0.0029,0,NORMAL,1,0.8253,0.6781,0.8858,176,80,Bottom-Left
NORMAL2-IM-0357-0001.jpeg,0,NORMAL,ViT-Tiny,0.0262,0,NORMAL,1,0.8656,0.8784,0.1778,55,152,Top-Right
NORMAL2-IM-0359-0001.jpeg,0,NORMAL,ResNet-18,0.0001,0,NORMAL,1,0.7115,0.9961,0.8826,144,80,Bottom-Left
NORMAL2-IM-0359-0001.jpeg,0,NORMAL,DenseNet-121,0.0047,0,NORMAL,1,0.7322,0.9528,0.8904,175,80,Bottom-Left
NORMAL2-IM-0359-0001.jpeg,0,NORMAL,ViT-Tiny,0.0012,0,NORMAL,1,0.9096,0.9856,0.0768,72,55,Top-Left
NORMAL2-IM-0360-0001.jpeg,0,NORMAL,ResNet-18,0.1237,0,NORMAL,1,0.6779,0.8716,0.7929,79,112,Top-Right
NORMAL2-IM-0360-0001.jpeg,0,NORMAL,DenseNet-121,0.5239,1,PNEUMONIA,0,0.7934,0.0057,0.9485,144,175,Bottom-Right
NORMAL2-IM-0360-0001.jpeg,0,NORMAL,ViT-Tiny,0.3104,0,NORMAL,1,0.8922,0.6883,0.1636,120,56,Bottom-Left
NORMAL2-IM-0361-0001.jpeg,0,NORMAL,ResNet-18,0.1228,0,NORMAL,1,0.7817,0.8492,0.4543,176,80,Bottom-Left
NORMAL2-IM-0361-0001.jpeg,0,NORMAL,DenseNet-121,0.1708,0,NORMAL,1,0.6765,0.65,0.7986,48,80,Top-Left
NORMAL2-IM-0361-0001.jpeg,0,NORMAL,ViT-Tiny,0.0713,0,NORMAL,1,0.901,0.9071,0.0324,104,183,Top-Right
NORMAL2-IM-0362-0001.jpeg,0,NORMAL,ResNet-18,0.002,0,NORMAL,1,0.7628,0.9966,0.8552,175,80,Bottom-Left
NORMAL2-IM-0362-0001.jpeg,0,NORMAL,DenseNet-121,0.1172,0,NORMAL,1,0.7688,0.8616,0.8337,47,80,Top-Left
NORMAL2-IM-0362-0001.jpeg,0,NORMAL,ViT-Tiny,0.0147,0,NORMAL,1,0.87,0.9766,0.3014,0,56,Top-Left
NORMAL2-IM-0364-0001.jpeg,0,NORMAL,ResNet-18,0.2898,0,NORMAL,1,0.8487,0.7101,0.428,47,80,Top-Left
NORMAL2-IM-0364-0001.jpeg,0,NORMAL,DenseNet-121,0.5602,1,PNEUMONIA,0,0.7492,0.3628,0.5809,175,111,Bottom-Left
NORMAL2-IM-0364-0001.jpeg,0,NORMAL,ViT-Tiny,0.0282,0,NORMAL,1,0.9148,0.9462,0.1815,135,56,Bottom-Left
NORMAL2-IM-0366-0001.jpeg,0,NORMAL,ResNet-18,0.1322,0,NORMAL,1,0.7844,0.8677,0.7484,48,112,Top-Right
NORMAL2-IM-0366-0001.jpeg,0,NORMAL,DenseNet-121,0.2623,0,NORMAL,1,0.8531,0.6897,0.6947,47,112,Top-Right
NORMAL2-IM-0366-0001.jpeg,0,NORMAL,ViT-Tiny,0.1089,0,NORMAL,1,0.8523,0.8901,0.4612,119,167,Bottom-Right
NORMAL2-IM-0368-0001.jpeg,0,NORMAL,ResNet-18,0.6277,1,PNEUMONIA,0,0.7777,0.038,0.3891,144,176,Bottom-Right
NORMAL2-IM-0368-0001.jpeg,0,NORMAL,DenseNet-121,0.2204,0,NORMAL,1,0.6376,0.7597,0.843,176,111,Bottom-Left
NORMAL2-IM-0368-0001.jpeg,0,NORMAL,ViT-Tiny,0.4593,0,NORMAL,1,0.8912,0.5191,0.0036,88,56,Top-Left
NORMAL2-IM-0369-0001.jpeg,0,NORMAL,ResNet-18,0.1102,0,NORMAL,1,0.8166,0.8803,0.6296,48,111,Top-Left
NORMAL2-IM-0369-0001.jpeg,0,NORMAL,DenseNet-121,0.039,0,NORMAL,1,0.8281,0.8853,0.809,48,111,Top-Left
NORMAL2-IM-0369-0001.jpeg,0,NORMAL,ViT-Tiny,0.001,0,NORMAL,1,0.9517,0.9935,0.1281,72,168,Top-Right
NORMAL2-IM-0370-0001.jpeg,0,NORMAL,ResNet-18,0.0,0,NORMAL,1,0.6842,0.9947,0.9542,48,111,Top-Left
NORMAL2-IM-0370-0001.jpeg,0,NORMAL,DenseNet-121,0.0,0,NORMAL,1,0.5946,0.4515,0.9316,48,111,Top-Left
NORMAL2-IM-0370-0001.jpeg,0,NORMAL,ViT-Tiny,0.0002,0,NORMAL,1,0.8712,0.9324,0.1443,71,152,Top-Right
NORMAL2-IM-0372-0001.jpeg,0,NORMAL,ResNet-18,0.0002,0,NORMAL,1,0.6599,0.997,0.9484,48,112,Top-Right
NORMAL2-IM-0372-0001.jpeg,0,NORMAL,DenseNet-121,0.0009,0,NORMAL,1,0.7087,0.6251,0.939,47,112,Top-Right
NORMAL2-IM-0372-0001.jpeg,0,NORMAL,ViT-Tiny,0.0001,0,NORMAL,1,0.8452,0.8053,0.1559,72,56,Top-Left
NORMAL2-IM-0373-0001.jpeg,0,NORMAL,ResNet-18,0.4898,0,NORMAL,1,0.8799,0.5064,0.3433,176,111,Bottom-Left
NORMAL2-IM-0373-0001.jpeg,0,NORMAL,DenseNet-121,0.727,1,PNEUMONIA,0,0.8434,0.4055,0.884,48,47,Top-Left
NORMAL2-IM-0373-0001.jpeg,0,NORMAL,ViT-Tiny,0.9724,1,PNEUMONIA,0,0.8717,0.6429,0.0287,183,200,Bottom-Right
NORMAL2-IM-0374-0001-0001.jpeg,0,NORMAL,ResNet-18,0.0005,0,NORMAL,1,0.6265,0.9861,0.906,48,112,Top-Right
NORMAL2-IM-0374-0001-0001.jpeg,0,NORMAL,DenseNet-121,0.0006,0,NORMAL,1,0.8188,0.8812,0.8813,176,79,Bottom-Left
NORMAL2-IM-0374-0001-0001.jpeg,0,NORMAL,ViT-Tiny,0.001,0,NORMAL,1,0.8875,0.9907,0.1773,71,56,Top-Left
NORMAL2-IM-0374-0001-0002.jpeg,0,NORMAL,ResNet-18,0.524,1,PNEUMONIA,0,0.8833,0.2903,0.7488,176,47,Bottom-Left
NORMAL2-IM-0374-0001-0002.jpeg,0,NORMAL,DenseNet-121,0.5206,1,PNEUMONIA,0,0.765,0.334,0.8399,208,48,Bottom-Left
NORMAL2-IM-0374-0001-0002.jpeg,0,NORMAL,ViT-Tiny,0.2074,0,NORMAL,1,0.9264,0.7759,0.2027,72,56,Top-Left
